,Title,Timestamp,FullText,Tags,Author,Url,Narasi,hoax
90,[SALAH] Gelombang Tinggi Seperti Tsunami Hantam Maluku pada 26 Mei 2024,"Mei 27, 2024","Hasil periksa fakta Raymondha Elsha
Faktanya isi video tersebut jelas berbeda dengan apa yang diklaim pada judul video mengenai adanya gelombang tinggi seperti tsunami yang menghantam Maluku.
===========
[KATEGORI]: Konten dimanipulasi
===========
[SUMBER]: YOUTUBE https://ghostarchive.org/varchive/QAjrHgCdUdA (arsip)
===========
[NARASI]: “TAMAT SUDAH PESISIR MALUKUSEKETIKA LUDES GELOMBANG TINGGI BAK TSUNAMI PADA HARI INI”
===========
[PENJELASAN]:Muncul sebuah unggahan di Youtube pada 26 Mei 2024 mengenai klaim yang mengatakan jika telah terjadi gelombang tinggi seperti tsunami yang menghantam Maluku.
Namun, setelah disimak dan dilakukan pencarian di Google ternyata isi video tersebut hanya berisi tentang peringatan BMKG mengenai potensi terjadinya gelombang tinggi. Narator hanya membacakan ulang sebuah artikel berjudul “Hari Ini dan Besok Perairan Bengkulu, Lampung dan Banten Potensi Gelombang Tinggi Hingga 4 Meter” yang diterbitkan oleh Diskursus Network.
Mengutip dari Diskursus Network, Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) telah mengeluarkan peringatan dini tentang potensi gelombang tinggi di beberapa wilayah perairan Indonesia pada tanggal 26 hingga 27 Mei 2024. Peringatan ini diberikan menyusul prediksi kondisi angin yang berpotensi mengakibatkan gelombang tinggi di berbagai wilayah laut Indonesia. Oleh karena itu masyarakat yang tinggal di sekitar pesisir pantai dihimbau agar tetap selalu waspada terhadap terjadinya gelombang tinggi.
Dari temuan tersebut dapat disimpulkan bahwa isi video tersebut jelas berbeda dengan apa yang diklaim pada judul video mengenai adanya gelombang tinggi seperti tsunami yang menghantam Maluku.
===========
[REFERENSI] :https://diskursusnetwork.com/2024/05/26/hari-dan-besok-perairan-bengkulu-lampung-dan-banten-potensi-gelombang-tinggi-hingga-4-meter/
",Fitnah / Hasut / Hoax,Pemeriksa Fakta Junior,https://turnbackhoax.id/2024/05/27/salah-gelombang-tinggi-seperti-tsunami-hantam-maluku-pada-26-mei-2024/,“TAMAT SUDAH PESISIR MALUKUSEKETIKA LUDES GELOMBANG TINGGI BAK TSUNAMI PADA HARI INI”,1
91,"[PENIPUAN] “saya King kevin 200 orang tercepat yang mengucapkan {HADIR} aku transfer 25 juta , secara acak”","Mei 27, 2024","Akun palsu. Akun Facebook resmi milik Samuel Kevin atau yang dikenal sebagai King Kevin adalah “King Kevin” dengan alamat facebook.com/100079282758342 yang sudah terverifikasi.
Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan===========================================
Akun Facebook King Kevlin (fb.com/61559315939360) pada 24 Mei 2024 mengunggah sebuah video dengan narasi:
“saya King kevin 200 orang tercepat yang mengucapkan {HADIR} aku transfer 25 juta , secara acak”
Sumber: https://bit.ly/3KgGlbx (Arsip)===========================================
PENJELASAN
Berdasarkan hasil penelusuran, adanya akun Facebook “King Kevlin” yang mengatasnamakan pemilik usaha Planet Gadget, Samuel Kevin atau yang dikenal sebagai King Kevin merupakan konten tiruan.
Faktanya, akun tersebut merupakan akun palsu. Akun Facebook resmi milik Samuel Kevin atau yang dikenal sebagai King Kevin adalah “King Kevin” dengan alamat facebook.com/100079282758342.
Klaim ini merupakan tindak penipuan yang sudah sering terjadi dengan modus mencatut nama influencer seperti Kevin dan juga beberapa influencer lainnya.
REFERENSIhttps://turnbackhoax.id/2024/03/21/salah-video-saya-king-kevin-170-orang-tercepat-yang-mengucapkan-halo-king-aku-transfer-2-juta-secara-acak/https://turnbackhoax.id/?s=King+Kevin",Fitnah / Hasut / Hoax,Adi Syafitrah,https://turnbackhoax.id/2024/05/27/penipuan-saya-king-kevin-200-orang-tercepat-yang-mengucapkan-hadir-aku-transfer-25-juta-secara-acak/,"“saya King kevin 200 orang tercepat yang mengucapkan {HADIR} aku transfer 25 juta , secara acak”
Sumber: https://bit.ly/3KgGlbx (Arsip)",1
92,[PENIPUAN] “Mir’a Hayati berbagi THR 35 juta Rupiah melalui akun Facebook Mira Hayati”,"Mei 27, 2024","Akun palsu. Akun Facebook Mir’a Hayati adalah Mir’a Hayati (facebook.com/mira.hayati17) yang terlampir di bio akun Instagram resmi Mir’a Hayati (instagram.com/mirahayati29).
Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan===========================================
Akun Facebook Mira Hayati (fb.com/61556917513859) pada 24 Mei 2024 mengunggah sebuah video dengan narasi sebagai berikut:
“untuk 100 orang tercepat yang mengucapkan {halo} aku transfer 5 juta secara acak , ini nyata.”
Sumber: https://bit.ly/3Vgkw2l (Arsip)===========================================
PENJELASAN
Berdasarkan hasil penelusuran, adanya akun Facebook “Mira Hayati” yang mengatasnamakan pengusahan di bidang kecantikan asal Makassar, Mir’a Hayati merupakan konten tiruan.
Faktanya, akun tersebut merupakan akun palsu. Akun Facebook Mir’a Hayati adalah Mir’a Hayati (facebook.com/mira.hayati17) yang terlampir di bio akun Instagram resmi Mir’a Hayati (instagram.com/mirahayati29).
Modus penipuan mengatasnamakan influencer seperti Mir’a hayati ini merupakan modus penipuan yang sering terjadi. Sebelumnya, klaim yang identik pernah diperiksa faktanya melalui artikel berjudul [SALAH] “Mir’a Hayati berbagi THR 35 juta Rupiah melalui akun Facebook Mira hayati” yang terbit di situs turnbackhoax.id pada 10 April 2024.
REFERENSIhttps://turnbackhoax.id/2024/04/10/salah-mira-hayati-berbagi-thr-35-juta-rupiah-melalui-akun-facebook-mira-hayati/https://turnbackhoax.id/?s=mira+hayati",Fitnah / Hasut / Hoax,Adi Syafitrah,https://turnbackhoax.id/2024/05/27/penipuan-mira-hayati-berbagi-thr-35-juta-rupiah-melalui-akun-facebook-mira-hayati/,,1
93,[PENIPUAN] “Ivan Gunawan berbagi hadiah melalui akun Facebook Igun Berbagi”,"Mei 27, 2024","Akun palsu. Akun Facebook asli milik Ivan Gunawan adalah facebook.com/FashionGuruIvanGunawan yang sudah memilik tanda verifikasi centang biru.
Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan===========================================
Akun Facebook Igun Berbgai (fb.com/61558035931358) pada 24 Mei 2024 mengunggah sebuah video dengan narasi:
“Saya Ivan Gunawan 170 orang tercepat yang mengucapkan {HADIR} aku transfer 5 juta secara acak , ini nyata.”
Sumber: https://bit.ly/3KhE9AJ (Arsip)===========================================
PENJELASAN
Berdasarkan hasil penelusuran, adanya akun Facebook “Igun Berbagi” yang mengatasnamakan Ivan Gunawan dan memakai video Ivan Gunawan untuk berbagi hadiah merupakan akun tiruan.
Faktanya, akun itu merupakan akun palsu. Akun Facebook asli milik Ivan Gunawan adalah facebook.com/FashionGuruIvanGunawan yang sudah memilik tanda verifikasi centang biru.
Sebelumnya klaim ini sudah pernah diperiksa faktanya melalui artikel yang berjudul [SALAH] “Ivan Gunawan berbagi hadiah melalui akun Facebook 𝐈𝐆𝐔𝐍 𝐒𝐔𝐏𝐑𝐀𝐈𝐒𝐄” yang terbit di situs turnbackhoax.id pada 13 September 2023.
Klaim seperti ini merupakan hoaks dengan modus penipuan yang mencatut nama selebritis seperti Ivan Gunawan, Baim Wong dan lain-lain.
REFERENSIhttps://turnbackhoax.id/2023/09/13/salah-ivan-gunawan-berbagi-hadiah-melalui-akun-facebook-𝐈𝐆𝐔𝐍-𝐒𝐔𝐏𝐑𝐀𝐈𝐒/https://turnbackhoax.id/?s=ivan+gunawan",Fitnah / Hasut / Hoax,Adi Syafitrah,https://turnbackhoax.id/2024/05/27/penipuan-ivan-gunawan-berbagi-hadiah-melalui-akun-facebook-igun-berbagi/,"“Saya Ivan Gunawan 170 orang tercepat yang mengucapkan {HADIR} aku transfer 5 juta secara acak , ini nyata.”
Sumber: https://bit.ly/3KhE9AJ (Arsip)",1
94,[PENIPUAN] Akun Tiktok Tiruan @jusuf_hameka Berisi Konten Giveaway,"Mei 26, 2024","Hasil periksa fakta Panji
Tidak benar bahwa akun Tiktok tersebut milik Jusuf Hamka karena melalui Instagram resminya ia telah memberitahukan jika dirinya tidak pernah membuat giveaway apapun di sosial media.
===========
[KATEGORI]: Konten tiruan
===========
[SUMBER]: Tiktok https://ghostarchive.org/archive/c7X9N (arsip)
===========
[NARASI]: 🎁 DAFTARKAN DIRI ANDA SEKARANG 🎁 Silahkan hubungi WhatsApp admin disini. 👇👇
===========
[PENJELASAN]: 
Ditemukan sebuah akun Tiktok yang mengatasnamakan Jusuf Hamka sebagai @jusuf_hameka, di akun ini terdapat banyak sekali konten yang berisi tentang giveaway dan pada deskripsi akun tersebut juga mencantumkan sebuah nomor WA untuk mendaftar giveaway.
Namun, hal tersebut sepertinya tidak benar karena melalui akun Instagram resmi Jusuf Hamka (@jusufhamka), ia membuat sebuah unggahan pada 31 Maret 2023 yang menjelaskan bahwa akun media sosial Jusuf Hamka hanya ada dua yakni @jusufhamka di Instagram dan @mohjusufhamka_official di Tiktok.
Pada unggahan Instagramnya tersebut ia juga memperingatkan kepada masyarakat untuk berhati-hati terhadap penipuan oleh akun sosial media yang mengatasnamakan dirinya seperti pada temuan ini.
===========
 [REFERENSI] :
https://www.instagram.com/reel/CqcanfbgAXC/
",Fitnah / Hasut / Hoax,Pemeriksa Fakta Junior,https://turnbackhoax.id/2024/05/26/penipuan-akun-tiktok-tiruan-jusuf_hameka-berisi-konten-giveaway/,🎁 DAFTARKAN DIRI ANDA SEKARANG 🎁 Silahkan hubungi WhatsApp admin disini. 👇👇,1
95,[PENIPUAN] Hotman Paris dan Raffi Ahmad Berikan Rekomendasi Situs Judi Online,"Mei 26, 2024","Hasil periksa fakta Panji
Faktanya video tersebut merupakan hasil manipulasi dengan memakai teknologi AI untuk mengubah suara Hotman Paris dan Raffi Ahmad seperti sedang mempromosikan sebuah situs judi.
===========
[KATEGORI]: Konten dimanipulasi
===========
[SUMBER]: Facebook https://ghostarchive.org/archive/NoMF3 (arsip)
===========
[NARASI]: SITUS PILIHAN HOTMAN PARIS & RAFFI AHMAD 
Langsung Join Di Rajapools Bosku !!
𝐇𝐀𝐓𝐈 𝐇𝐀𝐓𝐈 𝐒𝐈𝐓𝐔𝐒 𝐒𝐂𝐀𝐌..!!
𝐒𝐈𝐓𝐔𝐒 𝐓𝐄𝐑𝐏𝐄𝐑𝐂𝐀𝐘𝐀 𝐇𝐀𝐍𝐘𝐀 𝐃𝐈 𝐑𝐀𝐉𝐀𝐏𝐎𝐎𝐋𝐒..!! 𝐏𝐑𝐎𝐒𝐄𝐒 𝐊𝐈𝐋𝐀𝐓𝐓 𝐁𝐎𝐒𝐊𝐔.!!
===========
[PENJELASAN]:
Ditemukan sebuah video yang diunggah di Facebook menampilkan pengacara kondang Hotman Paris dan Raffi Ahmad sedang membuat video berisi promosi terhadap sebuah situs judi online.
Untuk memastikan kebenaran dari video tersebut dilakukan pencarian di akun Tiktok milik Hotman Paris (@drhotmanparisofficial), setelah ditelusuri akhirnya ditemukan sebuah video yang identik dengan yang di video beredar di Facebook tersebut.
Faktanya video tersebut telah diunggah Hotman Paris di Tiktoknya pada 6 Februari 2024 kemarin, pada video tersebut Hotman dan Raffi sedang membicarakan mengenai segala isu negatif yang selalu menerpa mereka.
Hingga akhir video tidak ada momen yang memperlihatkan jika mereka menyinggung mengenai situs judi online apapun. Sehingga dapat disimpulkan jika video yang beredar di Facebook tersebut merupakan hasil manipulasi dengan bantuan AI untuk mengubah suara mereka.
===========
 [REFERENSI] :
https://www.tiktok.com/@drhotmanparisofficial/video/7332349787175505158?_t=8mVEjG7htr8&_r=1",Fitnah / Hasut / Hoax,Pemeriksa Fakta Junior,https://turnbackhoax.id/2024/05/26/penipuan-hotman-paris-dan-raffi-ahmad-berikan-rekomendasi-situs-judi-online/,"SITUS PILIHAN HOTMAN PARIS & RAFFI AHMAD 
Langsung Join Di Rajapools Bosku !!
𝐇𝐀𝐓𝐈 𝐇𝐀𝐓𝐈 𝐒𝐈𝐓𝐔𝐒 𝐒𝐂𝐀𝐌..!!
𝐒𝐈𝐓𝐔𝐒 𝐓𝐄𝐑𝐏𝐄𝐑𝐂𝐀𝐘𝐀 𝐇𝐀𝐍𝐘𝐀 𝐃𝐈 𝐑𝐀𝐉𝐀𝐏𝐎𝐎𝐋𝐒..!! 𝐏𝐑𝐎𝐒𝐄𝐒 𝐊𝐈𝐋𝐀𝐓𝐓 𝐁𝐎𝐒𝐊𝐔.!!",1
96,[SALAH] Presiden Jokowi Marah Setelah Tahu Prabowo Ingin Merebut Jabatannya,"Mei 26, 2024","Hasil periksa fakta Vendra Panji
Faktanya isi video tidak membuktikan mengenai benar adanya klaim bahwa Jokowi murka kepada Prabowo, isi video lebih banyak berisi mengenai asumsi tentang campur tangan Jokowi dalam kepemimpinan Prabowo dan beberapa topik lainnya yang tidak berhubungan dengan judul video.
===========
[KATEGORI]: Konten menyesatkan
===========
[SUMBER]: YOUTUBE https://ghostarchive.org/varchive/8c7KoQ4wk6M (arsip)
===========
[NARASI]:
J0K0WI MURKA‼️USAI TAU RENCANA AWAL PRABOWO MAU REBUT ISTANA DARI J0K0WI
===========
[PENJELASAN]: 
Beredar sebuah video di Youtube yang membagikan sebuah klaim mengenai kemarahan Presiden Jokowi setelah mengetahui tentang rencana awal Prabowo untuk merebut posisinya di Istana Negara.
Setelah dilakukan pengamatan terhadap isi video, narator hanya menjelaskan mengenai Jokowi yang menanggapi soal potensi menjadi penasihat Presiden terpilih Prabowo Subianto. Selain itu narator hanya memberikan informasi yang bersifat asumsi-asumsi saja.
Dalam video juga diselipkan cuplikan video dari beberapa pengamat politik yang memberikan komentar terhadap beberapa topik, seperti munculnya wacana ‘presidential club’ oleh gagasan dari Prabowo hingga topik mengenai isu akan adanya campur tangan Jokowi dalam kepemimpinan Prabowo kelak.
Hingga akhir video tidak ditemukan adanya penjelasan mengenai kemarahan Jokowi kepada Prabowo seperti yang dijelaskan di judul video.
===========
 [REFERENSI] :
https://nasional.tempo.co/read/1867530/respons-jokowi-soal-potensi-jadi-penasihat-prabowo
https://news.detik.com/pemilu/d-7329926/dewan-pertimbangan-agung-mencuat-di-tengah-wacana-presidential-club
",Fitnah / Hasut / Hoax,Pemeriksa Fakta Junior,https://turnbackhoax.id/2024/05/26/salah-presiden-jokowi-marah-setelah-tahu-prabowo-ingin-merebut-jabatannya/,J0K0WI MURKA‼️USAI TAU RENCANA AWAL PRABOWO MAU REBUT ISTANA DARI J0K0WI,1
97,[PENIPUAN] Giveaway Uang 10 Juta dengan Menebak Nama Hewan oleh Akun yang Mengatasnamakan Baim Wong,"Mei 26, 2024","Hasil periksa fakta Vendra Panji
Faktanya akun tersebut merupakan akun tiruan dari Baim Wong, jika kita cek di Facebook maka akun asli Baim Wong adalah yang sudah terverifikasi centang biru dan di akun Facebook asli milik Baim Wong ini tidak ada informasi mengenai giveaway seperti itu.
===========
[KATEGORI]: Konten tiruan
===========
[SUMBER]: Facebook https://ghostarchive.org/archive/CH1ku (arsip)
===========
[NARASI]: 𝙆𝙃𝙐𝙎𝙐𝙎 𝙎𝙋𝙀𝙎𝙄𝘼𝙇 𝙃𝘼𝙍𝙄 𝙄𝙉𝙄
𝙏𝙀𝘽𝘼𝙆 *NAMA HEWAN* 𝘿𝙄𝘽𝘼𝙒𝘼𝙃𝘼 𝙄𝙉𝙄 𝙎𝘼𝙔𝘼 𝘽𝙀𝙍𝘽𝘼𝙂𝙄 𝙎𝙀𝘿𝙄𝙆𝙄𝙏 𝙍𝙀𝙕𝙀𝙆𝙄 𝘽𝙀𝙍𝙐𝙋𝘼 𝙐𝘼𝙉𝙂 𝙏𝙐𝙉𝘼𝙄 (10 JT) 𝙅𝙄𝙆𝘼 𝙅𝘼𝙒𝘼𝘽𝘼𝙉 𝘼𝙉𝘿𝘼 𝘽𝙀𝙉𝘼𝙍 𝙇𝘼𝙉𝙂𝙎𝙐𝙉𝙂 𝙃𝙐𝘽𝙐𝙉𝙂𝙄 𝙉𝙊 𝙒𝘼 𝙎𝘼𝙔𝘼 𝙔𝘼𝙉𝙂 𝙏𝙀𝙍𝙏𝙀𝙍𝘼 𝘿𝙄𝘽𝘼𝙒𝘼𝙃 𝙄𝙉
083874124520
===========
[PENJELASAN]: 
Ditemukan sebuah akun Facebook bernama “Muhammad Ibrahim” membagikan unggahan mengenai giveaway 10 juta rupiah bagi orang yang bisa menebak nama hewan yang ada dalam gambar. Selain itu unggahan tersebut juga disertai dengan caption berisi nomor WA untuk mengambil hadiah yang dijanjikan.
Diketahui nama Muhammad Ibrahim merupakan nama asli dari Baim Wong, akan tetapi jika kita cek di Facebook maka kita akan dapat menemukan jika akun Facebook resmi “Baim Wong” sudah mendapatkan verifikasi centang biru sebagai tanda bahwa akun tersebut memang dipegang oleh Baim.
Pada akun resminya, Baim juga tidak mengunggah informasi mengenai pengadaan giveaway apapun seperti yang beredar oleh akun tiruan tersebut, dengan demikian dapat disimpulkan jika unggahan giveaway tersebut adalah modus penipuan.
Sebelumnya turnbackhoax.id juga menemukan unggahan serupa, seperti pada artikel berjudul [SALAH] “Saya Baim wong 200 orang tercepat yang mengucapkan {HADIR} aku transfer 5 juta , secara acak” dan juga artikel berjudul [SALAH] BAIM WONG BAGI-BAGI HADIAH UANG SENILAI 50 JUTA RUPIAH.
===========
 [REFERENSI] :
https://www.facebook.com/baimwong
",Fitnah / Hasut / Hoax,Pemeriksa Fakta Junior,https://turnbackhoax.id/2024/05/26/penipuan-giveaway-uang-10-juta-dengan-menebak-nama-hewan-oleh-akun-yang-mengatasnamakan-baim-wong/,"𝙆𝙃𝙐𝙎𝙐𝙎 𝙎𝙋𝙀𝙎𝙄𝘼𝙇 𝙃𝘼𝙍𝙄 𝙄𝙉𝙄
𝙏𝙀𝘽𝘼𝙆 *NAMA HEWAN* 𝘿𝙄𝘽𝘼𝙒𝘼𝙃𝘼 𝙄𝙉𝙄 𝙎𝘼𝙔𝘼 𝘽𝙀𝙍𝘽𝘼𝙂𝙄 𝙎𝙀𝘿𝙄𝙆𝙄𝙏 𝙍𝙀𝙕𝙀𝙆𝙄 𝘽𝙀𝙍𝙐𝙋𝘼 𝙐𝘼𝙉𝙂 𝙏𝙐𝙉𝘼𝙄 (10 JT) 𝙅𝙄𝙆𝘼 𝙅𝘼𝙒𝘼𝘽𝘼𝙉 𝘼𝙉𝘿𝘼 𝘽𝙀𝙉𝘼𝙍 𝙇𝘼𝙉𝙂𝙎𝙐𝙉𝙂 𝙃𝙐𝘽𝙐𝙉𝙂𝙄 𝙉𝙊 𝙒𝘼 𝙎𝘼𝙔𝘼 𝙔𝘼𝙉𝙂 𝙏𝙀𝙍𝙏𝙀𝙍𝘼 𝘿𝙄𝘽𝘼𝙒𝘼𝙃 𝙄𝙉
083874124520",1
98,[PENIPUAN] Najwa Shihab Promosikan Situs Judi dengan Beberapa Tokoh Politik,"Mei 26, 2024","Hasil periksa fakta Panji
Faktanya video tersebut merupakan hasil manipulasi dengan memakai teknologi AI untuk mengubah suara Najwa Shihab dan beberapa tokoh politik tersebut seperti sedang mempromosikan sebuah situs judi.
===========
[KATEGORI]: Konten dimanipulasi
===========
[SUMBER]: Facebook https://ghostarchive.org/archive/yUPoS (arsip)
===========
[NARASI]: VIRAL SITUS PILIHAN NAJWA SHIHAB 
Langsung Join Di Rajapools Bosku !!
===========
[PENJELASAN]:
Sebuah unggahan di Facebook menampilkan Najwa Shihab yang sedang berada satu meja dengan beberapa tokoh politik seperti Hermawi Taslim, Adian Napitupulu, Luluk Nur Hamidah, dan lain-lain.
Kemudian di video tersebut terdengar jika Najwa Shihab sedang membicarakan sebuah situs judi online dan ikut para tokoh politik tersebut juga turut mempromosikannya juga.
Untuk memastikan kebenaran video tersebut, dilakukan pencarian di Youtube Najwa Shihab. Berdasarkan dari penelusuran akhirnya ditemukan sebuah video berjudul “Adu Kuat Urusan Konstitusi | Mata Najwa” yang identik dengan video yang beredar di Facebook tersebut.
Faktanya dalam video aslinya tersebut, mereka hanya membicarakan beberapa topik politik seperti gugatan sengketa pemilu ke Mahkamah Konstitusi oleh paslon 01 dan paslon 03 dan mengulas mengenai keberjalanan pemilu 2024 ini.
Hingga akhir tidak ada momen yang memperlihatkan jika mereka menyinggung mengenai situs judi online apapun. Sehingga dapat disimpulkan jika video yang beredar di Facebook tersebut merupakan hasil manipulasi dengan bantuan AI untuk mengubah suara mereka.
===========
 [REFERENSI] :
https://www.youtube.com/watch?v=At7wFqamnw8
",Fitnah / Hasut / Hoax,Pemeriksa Fakta Junior,https://turnbackhoax.id/2024/05/26/penipuan-najwa-shihab-promosikan-situs-judi-dengan-beberapa-tokoh-politik/,"VIRAL SITUS PILIHAN NAJWA SHIHAB 
Langsung Join Di Rajapools Bosku !!",1
99,"[SALAH] Setelah Dilantik Menjadi Presiden, Prabowo Bongkar Aib Jokowi","Mei 26, 2024","Hasil periksa fakta Vendra Panji
Faktanya isi video hanya menjelaskan tentang pernyataan dari Prabowo jika kedekatan dan dukungan politik dari Presiden Jokowi menguntungkan dirinya dalam Pilpres 2024. Selain itu pelantikan Prabowo baru akan dilakukan pada 20 Oktober 2024 mendatang.
===========
[KATEGORI]: Konten dimanipulasi
===========
[SUMBER]: YOUTUBE https://ghostarchive.org/varchive/fK_JvOZGVgA (arsip)
===========
[NARASI]:
SELAMAT TINGG4L IR H J0K0WI‼️USAI DILANTIK DPR& MPR, PRABOWO BUKA SMUA AIB JKW
===========
[PENJELASAN]: 
Beredar sebuah video di Youtube yang membagikan sebuah klaim jika Prabowo Subianto membongkar semua aib Jokowi setelah dirinya dilantik menjadi Presiden periode 2024-2029.
Setelah dilakukan pengamatan terhadap isi video, narator hanya menjelaskan mengenai pernyataan dari Prabowo jika kemenangannya di Pilpres 2024 ini tak luput dari adanya “efek Jokowi”. 
Menurut Prabowo, faktor kedekatan dan dukungan politik dari Presiden Joko Widodo (Jokowi) menguntungkan dirinya dalam Pilpres 2024. Sebab persentase angka kepuasan masyarakat terhadap pemerintahan Jokowi juga cukup tinggi yakni mencapai 83 persen.
Tidak ditemukan adanya penjelasan mengenai Prabowo yang membuka aib Jokowi seperti yang disebutkan dalam judul video. Selain itu pelantikan presiden terpilih, Prabowo Subianto, baru akan dilakukan pada 20 Oktober 2024 mendatang.
===========
 [REFERENSI] :
https://nasional.kompas.com/read/2024/05/13/05300041/prabowo-mengaku-diuntungkan-efek-jokowi-dalam-menangi-pilpres
https://www.detik.com/sumut/berita/d-7309061/kapan-prabowo-gibran-dilantik-jadi-presiden-dan-wakil-presiden-ini-jadwalnya
",Fitnah / Hasut / Hoax,Pemeriksa Fakta Junior,https://turnbackhoax.id/2024/05/26/salah-setelah-dilantik-menjadi-presiden-prabowo-bongkar-aib-jokowi/,"SELAMAT TINGG4L IR H J0K0WI‼️USAI DILANTIK DPR& MPR, PRABOWO BUKA SMUA AIB JKW",1
100,[SALAH] Detik-detik Iran Jatuhkan Pesawat F-35 Milik Israel,"April 26, 2024","Hasil periksa fakta Panji
Faktanya video tersebut bukan merupakan kejadian nyata yang berkaitan dengan pertempuran Israel-Iran, melainkan hanya sebuah rekaman video game yang diunggah pada tahun 2023 lalu sebelum terjadinya perang Israel-Iran. 
===========
[KATEGORI]: Konteks yang salah
===========
[SUMBER]: X/Twitter https://ghostarchive.org/archive/dsFKK (arsip)
===========
[NARASI]: IRANIAN NTI AIR CAPABILITIES SEEN DESTROYING THE FIRST ISRAELI F-35 IN HISTORY OVER ISFAHAN
Terjemahan:  SISTEM PERTAHANAN ANTI UDARA IRAN UNTUK PERTAMA KALINYA DALAM SEJARAH MENGHANCURKAN PESAWAT F-35 ISRAEL DI ATAS ISFAHAN
===========
[PENJELASAN]: 
Beredar sebuah video di X/Twitter yang memberikan klaim mengenai detik-detik Iran menghancurkan pesawat perang F-35 milik Israel. Video menampilkan sebuah pesawat yang terlihat sedang terbang menghindari serangan tembak dari alat pertahanan Iran hingga akhirnya pesawat tersebut jatuh dan meledak.
Setelah dilakukan penelusuran dengan Google Lens, potongan video tersebut identik dengan video berjudul “Fighter Jet explodes after C-RAM System Hits Engine – Military Simulation – ArmA 3 #shorts” yang diunggah oleh akun Youtube Compared Comparison pada 28 Juni 2023 lalu.
Pada deskripsi video, pengunggah video memberikan penjelasan bahwa video tersebut merupakan simulasi perang yang berasal dari video game yang bernama Arma 3. 
Berdasarkan penelusuran tersebut maka dapat disimpulkan jika video tersebut bukan merupakan kejadian nyata yang berkaitan dengan pertempuran Israel-Iran, melainkan hanya sebuah rekaman video game yang diunggah pada tahun 2023 lalu sebelum terjadinya perang Israel-Iran. 
===========
 [REFERENSI] :
https://www.youtube.com/watch?v=SEZkYsLiOZM&t=6s",Fitnah / Hasut / Hoax,Pemeriksa Fakta Junior,https://turnbackhoax.id/2024/04/26/salah-detik-detik-iran-jatuhkan-pesawat-f-35-milik-israel/,"IRANIAN NTI AIR CAPABILITIES SEEN DESTROYING THE FIRST ISRAELI F-35 IN HISTORY OVER ISFAHAN
Terjemahan:  SISTEM PERTAHANAN ANTI UDARA IRAN UNTUK PERTAMA KALINYA DALAM SEJARAH MENGHANCURKAN PESAWAT F-35 ISRAEL DI ATAS ISFAHAN",1
